bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade,nota_corte_usada
10,(EF69CO10),(EF69CO10) Entender como é a estrutura e funcionamento da internet.,800,(EF89LP13A),0.6554153,0.6999999999999997
11,(EF07CO01),(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.,566,(EF06LP05X),0.6830294,0.6799999999999997
11,(EF07CO01),(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.,590,(EF67LP25),0.67877775,0.6799999999999997
11,(EF07CO01),(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.,313,(EF07LI07),0.62781227,0.6799999999999997
12,(EF07CO02),"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.",632,(EF69LP36),0.59185773,0.5899999999999996
12,(EF07CO02),"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.",796,(EF89LP09B),0.57487154,0.5899999999999996
13,(EF07CO03),"(EF07CO03) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",806,(EF89LP21),0.6314324,0.6299999999999997
13,(EF07CO03),"(EF07CO03) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",130,(EF67EF17P7),0.6017525,0.6299999999999997
13,(EF07CO03),"(EF07CO03) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",16,(EF69AR20P6),0.5963185,0.6299999999999997
14,(EF07CO04),(EF07CO04) Explorar propriedades básicas de grafos.,451,(EF07MA54MG),0.6262958,0.6199999999999997
14,(EF07CO04),(EF07CO04) Explorar propriedades básicas de grafos.,452,(EF07MA19),0.6106342,0.6199999999999997
14,(EF07CO04),(EF07CO04) Explorar propriedades básicas de grafos.,39,(EF69AR14P2),0.5655608,0.6199999999999997
15,(EF07CO05),(EF07CO05) Criar algoritmos fazendo uso da decomposição e do reúso no processo de solução de forma colaborativa e cooperativa e automatizá-los usando uma linguagem de programação.,815,(EF89LP35X),0.67391086,0.6699999999999997
15,(EF07CO05),(EF07CO05) Criar algoritmos fazendo uso da decomposição e do reúso no processo de solução de forma colaborativa e cooperativa e automatizá-los usando uma linguagem de programação.,579,(EF67LP13),0.6180659,0.6699999999999997
16,(EF07CO06),(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.,570,(EF67LP02X),0.591988,0.5899999999999996
16,(EF07CO06),(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.,478,(EF07MA35),0.55599844,0.5899999999999996
16,(EF07CO06),(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.,43,(EF69AR20P7),0.54558855,0.5899999999999996
17,(EF07CO07),(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.,558,(EF09MA18),0.5988486,0.5899999999999996
17,(EF07CO07),(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.,205,(EF07GE06X),0.5961417,0.5899999999999996
18,(EF07CO08),(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,639,(EF69LP45),0.63616353,0.6299999999999997
18,(EF07CO08),(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,107,(EF69AR30P9),0.62123084,0.6299999999999997
18,(EF07CO08),(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,139,(EF89EF15P8),0.57681084,0.6299999999999997
19,(EF07CO09),(EF07CO09) Reconhecer e debater sobre cyberbullying.,607,(EF69LP05),0.52159804,0.5199999999999996
19,(EF07CO09),(EF07CO09) Reconhecer e debater sobre cyberbullying.,309,(EF07LI03),0.49762246,0.5199999999999996
19,(EF07CO09),(EF07CO09) Reconhecer e debater sobre cyberbullying.,409,(EF06MA33),0.48579875,0.5199999999999996
20,(EF07CO10),"(EF07CO10) Identificar os impactos ambientais do descarte de peças de computadores e eletrônicos, bem como sua relação com a sustentabilidade",12,(EF69AR14P6),0.5675249,0.5599999999999996
20,(EF07CO10),"(EF07CO10) Identificar os impactos ambientais do descarte de peças de computadores e eletrônicos, bem como sua relação com a sustentabilidade",37,(EF69AR11P7),0.55671895,0.5599999999999996
20,(EF07CO10),"(EF07CO10) Identificar os impactos ambientais do descarte de peças de computadores e eletrônicos, bem como sua relação com a sustentabilidade",113,(EF67EF02P6),0.54823375,0.5599999999999996
21,(EF07CO11),"(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.",888,(EF89LP28),0.6750273,0.6699999999999997
21,(EF07CO11),"(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.",609,(EF69LP08X),0.64198613,0.6699999999999997
22,(EF08CO01),(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,805,(EF89LP18),0.60522497,0.5999999999999996
22,(EF08CO01),(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,137,(EF89EF13P8),0.5575005,0.5999999999999996
22,(EF08CO01),(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,325,(EF08LI04),0.55413026,0.5999999999999996
23,(EF08CO02),"(EF08CO02) Criar soluções de problemas para os quais seja adequado o uso de listas para descrever suas informações e automatizá-las usando uma linguagem de programação, empregando ou não a recursão como uma técnica de resolver o problema.",795,(EF89LP09A),0.6440467,0.6399999999999997
23,(EF08CO02),"(EF08CO02) Criar soluções de problemas para os quais seja adequado o uso de listas para descrever suas informações e automatizá-las usando uma linguagem de programação, empregando ou não a recursão como uma técnica de resolver o problema.",577,(EF67LP10A),0.62488794,0.6399999999999997
23,(EF08CO02),"(EF08CO02) Criar soluções de problemas para os quais seja adequado o uso de listas para descrever suas informações e automatizá-las usando uma linguagem de programação, empregando ou não a recursão como uma técnica de resolver o problema.",427,(EF07MA06),0.58666474,0.6399999999999997
24,(EF08CO03),(EF08CO03) Utilizar algoritmos clássicos de manipulação sobre listas.,555,(EF09MA15),0.5273684,0.5199999999999996
24,(EF08CO03),(EF08CO03) Utilizar algoritmos clássicos de manipulação sobre listas.,466,(EF07MA57MG),0.50483745,0.5199999999999996
24,(EF08CO03),(EF08CO03) Utilizar algoritmos clássicos de manipulação sobre listas.,314,(EF07LI08),0.47866273,0.5199999999999996
25,(EF08CO04),"(EF08CO04) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",643,(EF69LP49X),0.63104457,0.6299999999999997
25,(EF08CO04),"(EF08CO04) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",120,(EF67EF17P6),0.5969068,0.6299999999999997
25,(EF08CO04),"(EF08CO04) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",340,(EF09LI14),0.57854897,0.6299999999999997
26,(EF08CO05),"(EF08CO05) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",804,(EF89LP17),0.6928833,0.6899999999999997
26,(EF08CO05),"(EF08CO05) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",270,(EF08HI03X),0.6664634,0.6899999999999997
26,(EF08CO05),"(EF08CO05) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",126,(EF67EF09P7),0.66437936,0.6899999999999997
27,(EF08CO06),(EF08CO06) Entender como é a estrutura e funcionamento da internet.,335,(EF09LI09),0.5993968,0.5899999999999996
27,(EF08CO06),(EF08CO06) Entender como é a estrutura e funcionamento da internet.,651,(EF07LP03),0.59540045,0.5899999999999996
27,(EF08CO06),(EF08CO06) Entender como é a estrutura e funcionamento da internet.,208,(EF07GE09),0.54813945,0.5899999999999996
28,(EF08CO07),"(EF08CO07) Compartilhar informações por meio de redes sociais, compreendendo a sua dinâmica de funcionamento, de forma responsável e avaliando sua confiabilidade, considerando o respeito e a ética.",638,(EF69LP44),0.67497236,0.6699999999999997
28,(EF08CO07),"(EF08CO07) Compartilhar informações por meio de redes sociais, compreendendo a sua dinâmica de funcionamento, de forma responsável e avaliando sua confiabilidade, considerando o respeito e a ética.",149,(EF89EF14P9),0.61619437,0.6699999999999997
28,(EF08CO07),"(EF08CO07) Compartilhar informações por meio de redes sociais, compreendendo a sua dinâmica de funcionamento, de forma responsável e avaliando sua confiabilidade, considerando o respeito e a ética.",11,(EF69AR13P6),0.6063033,0.6699999999999997
29,(EF08CO08),(EF08CO08) Distinguir os tipos de dados pessoais que são solicitados em espaços digitais e os riscos associados.,576,(EF67LP09),0.6388955,0.6299999999999997
29,(EF08CO08),(EF08CO08) Distinguir os tipos de dados pessoais que são solicitados em espaços digitais e os riscos associados.,310,(EF07LI04),0.595039,0.6299999999999997
29,(EF08CO08),(EF08CO08) Distinguir os tipos de dados pessoais que são solicitados em espaços digitais e os riscos associados.,71,(EF69AR20P8),0.5716249,0.6299999999999997
30,(EF08CO09),(EF08CO09) Analisar criticamente as políticas de termos de uso das redes sociais e demais plataformas.,297,(EF09HI33X),0.6743951,0.6699999999999997
30,(EF08CO09),(EF08CO09) Analisar criticamente as políticas de termos de uso das redes sociais e demais plataformas.,279,(EF08HI13),0.6334213,0.6699999999999997
30,(EF08CO09),(EF08CO09) Analisar criticamente as políticas de termos de uso das redes sociais e demais plataformas.,881,(EF89LP15),0.62429655,0.6699999999999997
31,(EF08CO10),(EF08CO10) Discutir questões sobre segurança e privacidade relacionadas ao uso dos ambientes virtuais.,334,(EF09LI08),0.6590495,0.6499999999999997
31,(EF08CO10),(EF08CO10) Discutir questões sobre segurança e privacidade relacionadas ao uso dos ambientes virtuais.,202,(EF07GE03),0.59082824,0.6499999999999997
31,(EF08CO10),(EF08CO10) Discutir questões sobre segurança e privacidade relacionadas ao uso dos ambientes virtuais.,38,(EF69AR13MGP2),0.58657014,0.6499999999999997
32,(EF08CO11),"(EF08CO11) Avaliar a precisão, relevância, adequação, abrangência e vieses que ocorrem em fontes de informação eletrônica",608,(EF69LP06),0.60147446,0.5999999999999996
32,(EF08CO11),"(EF08CO11) Avaliar a precisão, relevância, adequação, abrangência e vieses que ocorrem em fontes de informação eletrônica",575,(EF67LP08),0.59998226,0.5999999999999996
32,(EF08CO11),"(EF08CO11) Avaliar a precisão, relevância, adequação, abrangência e vieses que ocorrem em fontes de informação eletrônica",111,(EF69AR34P9),0.5416024,0.5999999999999996
33,(EF09CO01),(EF09CO01) Criar soluções de problemas para os quais seja adequado o uso de árvores e grafos para descrever suas informações e automatizá-las usando uma linguagem de programação.,641,(EF69LP47B),0.69610727,0.6899999999999997
33,(EF09CO01),(EF09CO01) Criar soluções de problemas para os quais seja adequado o uso de árvores e grafos para descrever suas informações e automatizá-las usando uma linguagem de programação.,640,(EF69LP47A),0.6893703,0.6899999999999997
33,(EF09CO01),(EF09CO01) Criar soluções de problemas para os quais seja adequado o uso de árvores e grafos para descrever suas informações e automatizá-las usando uma linguagem de programação.,321,(EF07LI19),0.6690884,0.6899999999999997
34,(EF09CO02),"(EF09CO02) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",371,(EF06MA11B),0.6138085,0.6099999999999997
34,(EF09CO02),"(EF09CO02) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",151,(EF89EF16P9),0.5815562,0.6099999999999997
34,(EF09CO02),"(EF09CO02) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.",320,(EF07LI18),0.5609591,0.6099999999999997
35,(EF09CO03),(EF09CO03) Usar autômatos para descrever comportamentos de forma abstrata automatizando-os através de uma linguagem de programação baseada em eventos.,319,(EF07LI17),0.59938824,0.5899999999999996
35,(EF09CO03),(EF09CO03) Usar autômatos para descrever comportamentos de forma abstrata automatizando-os através de uma linguagem de programação baseada em eventos.,670,(EF67LP12),0.5716624,0.5899999999999996
35,(EF09CO03),(EF09CO03) Usar autômatos para descrever comportamentos de forma abstrata automatizando-os através de uma linguagem de programação baseada em eventos.,306,(EF06LI11),0.5610885,0.5899999999999996
36,(EF09CO04),(EF09CO04) Compreender o funcionamento de malwares e outros ataques cibernéticos.,571,(EF67LP03X),0.4743279,0.46999999999999953
36,(EF09CO04),(EF09CO04) Compreender o funcionamento de malwares e outros ataques cibernéticos.,825,(EF09LP09X),0.46558294,0.46999999999999953
37,(EF09CO05),(EF09CO05) Analisar técnicas de criptografia para armazenamento e transmissão de dados.,791,(EF89LP05),0.59709203,0.5899999999999996
37,(EF09CO05),(EF09CO05) Analisar técnicas de criptografia para armazenamento e transmissão de dados.,290,(EF09HI16X),0.5925236,0.5899999999999996
37,(EF09CO05),(EF09CO05) Analisar técnicas de criptografia para armazenamento e transmissão de dados.,308,(EF07LI02),0.5920501,0.5899999999999996
38,(EF09CO06),"(EF09CO06) Analisar problemas sociais de sua cidade e estado a partir de ambientes digitais, propondo soluções.",486,(EF08MA04A),0.56689143,0.5599999999999996
38,(EF09CO06),"(EF09CO06) Analisar problemas sociais de sua cidade e estado a partir de ambientes digitais, propondo soluções.",370,(EF06MA11A),0.553027,0.5599999999999996
39,(EF09CO07),"(EF09CO07) Avaliar aplicações e implicações políticas, socioambientais e culturais das tecnologias digitais para propor alternativas aos desafios do mundo contemporâneo, incluindo aqueles relativos ao mundo do trabalho.",540,(EF09MA08B),0.6432613,0.6399999999999997
39,(EF09CO07),"(EF09CO07) Avaliar aplicações e implicações políticas, socioambientais e culturais das tecnologias digitais para propor alternativas aos desafios do mundo contemporâneo, incluindo aqueles relativos ao mundo do trabalho.",36,(EF69AR10P7),0.5769613,0.6399999999999997
39,(EF09CO07),"(EF09CO07) Avaliar aplicações e implicações políticas, socioambientais e culturais das tecnologias digitais para propor alternativas aos desafios do mundo contemporâneo, incluindo aqueles relativos ao mundo do trabalho.",131,(EF67EF18P7),0.57610613,0.6399999999999997
40,(EF09CO08),"(EF09CO08) Discutir como a distribuição desigual de recursos de computação em uma economia global levanta questões de equidade, acesso e poder.",797,(EF89LP11),0.659691,0.6499999999999997
40,(EF09CO08),"(EF09CO08) Discutir como a distribuição desigual de recursos de computação em uma economia global levanta questões de equidade, acesso e poder.",128,(EF67EF11P7),0.61142147,0.6499999999999997
40,(EF09CO08),"(EF09CO08) Discutir como a distribuição desigual de recursos de computação em uma economia global levanta questões de equidade, acesso e poder.",207,(EF07GE08X),0.5976715,0.6499999999999997
41,(EF09CO09),"(EF09CO09) Criar ou utilizar conteúdo em meio digital, compreendendo questões éticas relacionadas a direitos autorais e de uso de imagem.",112,(EF69AR35P9),0.6248347,0.6199999999999997
41,(EF09CO09),"(EF09CO09) Criar ou utilizar conteúdo em meio digital, compreendendo questões éticas relacionadas a direitos autorais e de uso de imagem.",83,(EF69AR35P8),0.6241722,0.6199999999999997
42,(EF09CO10),"(EF09CO10) Avaliar a veracidade, credibilidade e relevância da informação em seus diferentes formatos, sendo capaz de identificar o propósito pelo qual foi disseminada.",886,(EF89LP26),0.61936796,0.6099999999999997
42,(EF09CO10),"(EF09CO10) Avaliar a veracidade, credibilidade e relevância da informação em seus diferentes formatos, sendo capaz de identificar o propósito pelo qual foi disseminada.",143,(EF89EF20P8),0.5806831,0.6099999999999997
42,(EF09CO10),"(EF09CO10) Avaliar a veracidade, credibilidade e relevância da informação em seus diferentes formatos, sendo capaz de identificar o propósito pelo qual foi disseminada.",64,(EF69AR12P8),0.56725705,0.6099999999999997
43,(EF69CO01),"(EF69CO01) Classificar informações, agrupando-as em coleções (conjuntos) e associando cada coleção a um ‘tipo de dado’.",626,(EF69LP30),0.6658914,0.6599999999999997
43,(EF69CO01),"(EF69CO01) Classificar informações, agrupando-as em coleções (conjuntos) e associando cada coleção a um ‘tipo de dado’.",793,(EF89LP07X),0.645189,0.6599999999999997
44,(EF69CO02),"(EF69CO02) Elaborar algoritmos que envolvam instruções sequenciais, de repetição e de seleção usando uma linguagem de programação.",827,(EF09LP11),0.7263251,0.7199999999999998
44,(EF69CO02),"(EF69CO02) Elaborar algoritmos que envolvam instruções sequenciais, de repetição e de seleção usando uma linguagem de programação.",636,(EF69LP42B),0.7248032,0.7199999999999998
44,(EF69CO02),"(EF69CO02) Elaborar algoritmos que envolvam instruções sequenciais, de repetição e de seleção usando uma linguagem de programação.",300,(EF06LI05),0.6969855,0.7199999999999998
45,(EF69CO03),"(EF69CO03) Descrever com precisão a solução de um problema, construindo o programa que implementa a solução descrita.",659,(EF07LP14),0.64881015,0.6399999999999997
45,(EF69CO03),"(EF69CO03) Descrever com precisão a solução de um problema, construindo o programa que implementa a solução descrita.",599,(EF67LP34),0.64597595,0.6399999999999997
45,(EF69CO03),"(EF69CO03) Descrever com precisão a solução de um problema, construindo o programa que implementa a solução descrita.",411,(EF07MA01A),0.5796416,0.6399999999999997
46,(EF69CO04),(EF69CO04) Construir soluções de problemas usando a técnica de decomposição e automatizar tais soluções usando uma linguagem de programação.,810,(EF89LP29),0.63942146,0.6299999999999997
46,(EF69CO04),(EF69CO04) Construir soluções de problemas usando a técnica de decomposição e automatizar tais soluções usando uma linguagem de programação.,129,(EF67EF12P7),0.6208273,0.6299999999999997
46,(EF69CO04),(EF69CO04) Construir soluções de problemas usando a técnica de decomposição e automatizar tais soluções usando uma linguagem de programação.,246,(EF09GE11),0.5790628,0.6299999999999997
47,(EF69CO05),"(EF69CO05) Identificar os recursos ou insumos necessários (entradas) para a resolução de problemas, bem como os resultados esperados (saídas), determinando os respectivos tipos de dados, e estabelecendo a definição de problema como uma relação entre entrada e saída.",616,(EF69LP16),0.6747483,0.6699999999999997
47,(EF69CO05),"(EF69CO05) Identificar os recursos ou insumos necessários (entradas) para a resolução de problemas, bem como os resultados esperados (saídas), determinando os respectivos tipos de dados, e estabelecendo a definição de problema como uma relação entre entrada e saída.",803,(EF89LP16),0.6576806,0.6699999999999997
48,(EF69CO06),"(EF69CO06) Comparar diferentes casos particulares (instâncias) de um mesmo problema, identificando as semelhanças e diferenças entre eles, e criar um algoritmo para resolver todos, fazendo uso de variáveis (parâmetros) para permitir o tratamento de todos os casos de forma genérica.",709,(EF69LP24),0.60948646,0.5999999999999996
48,(EF69CO06),"(EF69CO06) Comparar diferentes casos particulares (instâncias) de um mesmo problema, identificando as semelhanças e diferenças entre eles, e criar um algoritmo para resolver todos, fazendo uso de variáveis (parâmetros) para permitir o tratamento de todos os casos de forma genérica.",624,(EF69LP28),0.58028686,0.5999999999999996
49,(EF69CO07),"(EF69CO07) Entender o processo de transmissão de dados, como a informação é quebrada em pedaços, transmitida em pacotes através de múltiplos equipamentos, e reconstruída no destino.",637,(EF69LP43),0.61779714,0.6099999999999997
49,(EF69CO07),"(EF69CO07) Entender o processo de transmissão de dados, como a informação é quebrada em pedaços, transmitida em pacotes através de múltiplos equipamentos, e reconstruída no destino.",330,(EF08LI09),0.5568149,0.6099999999999997
49,(EF69CO07),"(EF69CO07) Entender o processo de transmissão de dados, como a informação é quebrada em pedaços, transmitida em pacotes através de múltiplos equipamentos, e reconstruída no destino.",10,(EF69AR11P6),0.5547054,0.6099999999999997
50,(EF69CO08),"(EF69CO08) Compreender e utilizar diferentes formas de armazenar, manipular, compactar e recuperar arquivos, documentos e metadados.",823,(EF09LP07BX),0.6253133,0.6199999999999997
50,(EF69CO08),"(EF69CO08) Compreender e utilizar diferentes formas de armazenar, manipular, compactar e recuperar arquivos, documentos e metadados.",606,(EF69LP04),0.624631,0.6199999999999997
51,(EF69CO09),"(EF69CO09) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",153,(EF89EF18P9),0.68040264,0.6799999999999997
51,(EF69CO09),"(EF69CO09) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",118,(EF67EF15P6),0.6508486,0.6799999999999997
51,(EF69CO09),"(EF69CO09) Compreender os conceitos de paralelismo, concorrência e armazenamento/ processamento distribuídos.",294,(EF09HI30X),0.6376232,0.6799999999999997
52,(EF69CO10),(EF69CO10) Entender como é a estrutura e funcionamento da internet,331,(EF08LI10),0.5794132,0.5699999999999996
52,(EF69CO10),(EF69CO10) Entender como é a estrutura e funcionamento da internet,589,(EF67LP24),0.57912797,0.5699999999999996
52,(EF69CO10),(EF69CO10) Entender como é a estrutura e funcionamento da internet,24,(EF69AR30P6),0.5140663,0.5699999999999996
53,(EF69CO11),"(EF69CO11) Apresentar conduta e linguagem apropriadas ao se comunicar em ambiente digital, considerando a ética e o respeito.",648,(EF69LP56),0.6734599,0.6699999999999997
53,(EF69CO11),"(EF69CO11) Apresentar conduta e linguagem apropriadas ao se comunicar em ambiente digital, considerando a ética e o respeito.",337,(EF09LI11),0.67304456,0.6699999999999997
53,(EF69CO11),"(EF69CO11) Apresentar conduta e linguagem apropriadas ao se comunicar em ambiente digital, considerando a ética e o respeito.",311,(EF07LI05),0.6512409,0.6699999999999997
54,(EF69CO12),"(EF69CO12) Analisar o consumo de tecnologia na sociedade, compreendendo criticamente o caminho da produção dos recursos bem como aspectos ligados à obsolescência e a sustentabilidade.",528,(EF09MA01),0.64182556,0.6399999999999997
54,(EF69CO12),"(EF69CO12) Analisar o consumo de tecnologia na sociedade, compreendendo criticamente o caminho da produção dos recursos bem como aspectos ligados à obsolescência e a sustentabilidade.",487,(EF08MA04B),0.62369084,0.6399999999999997
54,(EF69CO12),"(EF69CO12) Analisar o consumo de tecnologia na sociedade, compreendendo criticamente o caminho da produção dos recursos bem como aspectos ligados à obsolescência e a sustentabilidade.",121,(EF67EF18P6),0.5882877,0.6399999999999997
